release_date,title,genre,region,want_to_see,url
2025-03-28,制暴：无限杀机,"['动作', '惊悚']","['英国', '美国']",3338,https://movie.douban.com/subject/33415953/
2025-03-28,周末狂飙,"['剧情', '动作']","['法国', '中国台湾']",2435,https://movie.douban.com/subject/36453867/
2025-04-99,黎明的一切,['剧情'],['日本'],24792,https://movie.douban.com/subject/36135198/
2025-04-99,赎梦,"['剧情', '犯罪', '恐怖']",['中国香港'],1419,https://movie.douban.com/subject/35480795/
2025-04-99,火之鸟：伊甸之花,"['剧情', '科幻', '动画']",['日本'],555,https://movie.douban.com/subject/36478774/
