release_date,title,genre,region,want_to_see,url
2025-06-14,分手清单,"['喜剧', '爱情']",['中国大陆'],1588,https://movie.douban.com/subject/36622930/
2025-06-14,破局者迷,"['剧情', '悬疑']",['中国大陆'],432,https://movie.douban.com/subject/37361513/
2025-06-17,但愿人长久,['剧情'],['中国大陆'],3141,https://movie.douban.com/subject/36473829/
2025-06-20,好好说再见,['家庭'],['中国大陆'],2770,https://movie.douban.com/subject/36862993/
2025-06-20,最美不是下雨天,"['爱情', '奇幻']",['日本'],533,https://movie.douban.com/subject/36471673/
2025-06-20,非常交易,['喜剧'],['中国大陆'],451,https://movie.douban.com/subject/26755558/
2025-06-21,酱园弄·悬案,"['剧情', '犯罪']","['中国大陆', '中国香港']",62515,https://movie.douban.com/subject/26749938/
2025-06-21,艺术学院1994,"['剧情', '喜剧', '动画']",['中国大陆'],16702,https://movie.douban.com/subject/28510051/
2025-06-21,三个火枪手：达达尼昂,"['动作', '历史', '冒险']","['法国', '德国']",5934,https://movie.douban.com/subject/35360553/
2025-06-21,阿克达拉,"['剧情', '传记']",['中国大陆'],517,https://movie.douban.com/subject/37293933/
2025-06-21,炽热年华,['剧情'],['中国大陆'],87,https://movie.douban.com/subject/37017543/
2025-06-22,和我说早安,['剧情'],['中国大陆'],33,https://movie.douban.com/subject/37370064/
2025-06-25,风起前的蒲公英,['纪录片'],['中国大陆'],1684,https://movie.douban.com/subject/36468120/
2025-06-27,地球特派员,"['剧情', '喜剧', '科幻']",['美国'],22263,https://movie.douban.com/subject/36090458/
2025-06-27,F1：狂飙飞车,"['剧情', '动作', '运动']",['美国'],14634,https://movie.douban.com/subject/35689244/
2025-06-27,名侦探柯南：独眼的残像,"['剧情', '犯罪', '动画']",['日本'],8962,https://movie.douban.com/subject/36851291/
2025-06-27,更好的我,"['传记', '奇幻', '歌舞']","['美国', '英国']",2198,https://movie.douban.com/subject/35370668/
2025-06-28,蜡笔小新：大人王国的反击,"['动画', '喜剧']",['日本'],25464,https://movie.douban.com/subject/1958667/
2025-06-28,三个火枪手：米莱迪,"['动作', '历史', '冒险']","['法国', '德国']",2173,https://movie.douban.com/subject/35360551/
2025-06-28,人生会议,"['剧情', '喜剧', '奇幻']",['中国大陆'],1235,https://movie.douban.com/subject/36217765/
2025-06-28,夏季成人礼,['剧情'],['中国大陆'],34,https://movie.douban.com/subject/36245633/
2025-07-02,侏罗纪世界：重生,"['动作', '科幻', '惊悚']",['美国'],15831,https://movie.douban.com/subject/36743767/
2025-07-05,恶意,"['剧情', '悬疑']",['中国大陆'],3132,https://movie.douban.com/subject/36809947/
2025-07-05,熊孩子·探险熊兵,"['儿童', '动画', '冒险']",['中国大陆'],521,https://movie.douban.com/subject/36319998/
2025-07-10,天宝,"['剧情', '传记', '历史']",['中国大陆'],94,https://movie.douban.com/subject/35613194/
2025-07-11,超人,"['动作', '科幻', '奇幻']",['美国'],14369,https://movie.douban.com/subject/36188176/
2025-07-11,八戒之天蓬下界,"['动画', '奇幻']",['中国大陆'],1931,https://movie.douban.com/subject/35623555/
2025-07-12,聊斋：兰若寺,"['剧情', '喜剧', '动画']",['中国大陆'],6796,https://movie.douban.com/subject/36289419/
2025-07-15,你行！你上！,"['剧情', '喜剧', '音乐']",['中国大陆'],26806,https://movie.douban.com/subject/36767956/
2025-07-17,戏台,"['剧情', '喜剧']","['中国大陆', '中国香港']",6031,https://movie.douban.com/subject/35483395/
2025-07-18,花漾少女杀人事件,"['剧情', '悬疑']",['中国大陆'],9080,https://movie.douban.com/subject/35183324/
2025-07-19,疯狂海盗团2,"['动画', '奇幻', '冒险']",['挪威'],50,https://movie.douban.com/subject/37199520/
2025-07-25,长安的荔枝,"['剧情', '喜剧', '古装']",['中国大陆'],20845,https://movie.douban.com/subject/36185502/
2025-07-25,奇幻西游：新世界,"['喜剧', '动画', '冒险']",['中国台湾'],1170,https://movie.douban.com/subject/36588177/
2025-07-31,731,"['剧情', '战争']",['中国大陆'],42133,https://movie.douban.com/subject/27605659/
2025-08-02,浪浪山小妖怪,"['剧情', '喜剧', '动画']",['中国大陆'],7666,https://movie.douban.com/subject/36438475/
2025-08-08,东极岛,"['剧情', '历史', '战争']",['中国大陆'],9924,https://movie.douban.com/subject/26660874/
2025-08-08,奇遇,['喜剧'],['中国大陆'],522,https://movie.douban.com/subject/36522427/
2025-08-15,坪石先生,"['剧情', '传记']",['中国大陆'],353,https://movie.douban.com/subject/36738997/
2025-08-15,生还,[''],['中国大陆'],120,https://movie.douban.com/subject/37296895/
2025-08-16,捕风追影,"['剧情', '动作', '犯罪']","['中国大陆', '中国香港']",2292,https://movie.douban.com/subject/36600459/
2025-08-28,无名指,['剧情'],"['中国香港', '中国大陆']",382,https://movie.douban.com/subject/36208097/
2025-08-29,有朵云像你,"['剧情', '爱情', '奇幻']",['中国大陆'],1163,https://movie.douban.com/subject/36638072/
2025-10-01,熊猫计划2,"['喜剧', '动作']",['中国大陆'],999,https://movie.douban.com/subject/37211128/
2027-02-06,流浪地球3(上),"['科幻', '冒险', '灾难']",['中国大陆'],82464,https://movie.douban.com/subject/36212391/
