release_date,title,genre,region,want_to_see,url
2025-04-11,荒蛮故事,"['剧情', '喜剧', '犯罪']","['阿根廷', '西班牙']",303723,https://movie.douban.com/subject/24750126/
2025-04-11,速度与激情7,"['动作', '犯罪']","['美国', '中国大陆']",61463,https://movie.douban.com/subject/23761370/
2025-04-11,此心安处,['剧情'],['美国'],7338,https://movie.douban.com/subject/35782224/
2025-04-11,谍网追凶,"['动作', '惊悚']",['美国'],6441,https://movie.douban.com/subject/36251574/
2025-04-11,红嫁衣,"['悬疑', '惊悚', '恐怖']",['中国大陆'],147,https://movie.douban.com/subject/36933869/
2025-04-12,命中罪爱,"['剧情', '犯罪', '悬疑']",['中国大陆'],632,https://movie.douban.com/subject/30313841/
2025-04-18,黎明的一切,['剧情'],['日本'],27486,https://movie.douban.com/subject/36135198/
2025-04-18,孤独的美食家 剧场版,['剧情'],['日本'],4101,https://movie.douban.com/subject/36959346/
2025-04-18,火之鸟 伊甸之花,"['剧情', '科幻', '动画']",['日本'],1758,https://movie.douban.com/subject/36478774/
2025-04-19,穷养攻略,['喜剧'],['俄罗斯'],14227,https://movie.douban.com/subject/34938649/
2025-04-26,荣耀,"['剧情', '动作']",['中国大陆'],50,https://movie.douban.com/subject/36597308/
2025-04-30,水饺皇后,"['剧情', '传记']","['中国大陆', '中国香港']",6888,https://movie.douban.com/subject/33414470/
2025-05-01,独一无二,['剧情'],['中国大陆'],3058,https://movie.douban.com/subject/36896644/
2025-05-01,猎金游戏,"['剧情', '犯罪']",['中国大陆'],2553,https://movie.douban.com/subject/35929258/
2025-05-01,大风杀,"['剧情', '犯罪', '悬疑']","['中国大陆', '中国香港']",2093,https://movie.douban.com/subject/36512371/
2025-05-01,苍茫的天涯是我的爱,"['剧情', '喜剧']",['中国大陆'],1089,https://movie.douban.com/subject/36978067/
2025-05-01,好工作！,"['剧情', '喜剧']",['中国大陆'],473,https://movie.douban.com/subject/37039947/
2025-05-01,熊孩子·探险熊兵,"['儿童', '动画', '冒险']",['中国大陆'],459,https://movie.douban.com/subject/36319998/
2025-05-01,开心超人之逆世营救,"['儿童', '科幻', '动画']",['中国大陆'],286,https://movie.douban.com/subject/36851305/
2025-05-01,海底小纵队：海啸大危机,"['喜剧', '科幻', '动画']",['中国大陆'],25,https://movie.douban.com/subject/37298398/
2025-05-01,宇宙护卫队：百变流星,"['科幻', '动画', '冒险']",['中国大陆'],9,https://movie.douban.com/subject/37302845/
2025-05-09,祭屋,"['惊悚', '恐怖']",['中国大陆'],214,https://movie.douban.com/subject/37193368/
2025-05-30,时间之子,"['动画', '奇幻', '冒险']",['中国大陆'],3701,https://movie.douban.com/subject/36469477/
2025-05-31,戈壁行者,['纪录片'],['中国大陆'],116,https://movie.douban.com/subject/35592008/
2025-05-99,雷霆特攻队*,"['剧情', '动作', '科幻']",['美国'],12255,https://movie.douban.com/subject/35927475/
2025-05-99,星际宝贝史迪奇,"['剧情', '喜剧', '动作']",['美国'],5272,https://movie.douban.com/subject/30345743/
2025-06-99,新·驯龙高手,"['剧情', '喜剧', '动作']",['美国'],6350,https://movie.douban.com/subject/36247731/
2025-07-05,星河入梦,"['动作', '科幻', '冒险']",['中国大陆'],3350,https://movie.douban.com/subject/36883105/
2025-07-25,长安的荔枝,"['剧情', '古装']",['中国大陆'],8572,https://movie.douban.com/subject/36185502/
2025-07-31,731,"['剧情', '战争']",['中国大陆'],37807,https://movie.douban.com/subject/27605659/
2025-10-01,熊猫计划2,"['喜剧', '动作']",['中国大陆'],725,https://movie.douban.com/subject/37211128/
2027-02-06,流浪地球3(上),"['科幻', '冒险', '灾难']",['中国大陆'],80281,https://movie.douban.com/subject/36212391/
