release_date,title,genre,region,want_to_see,url
2025-05-30,碟中谍8：最终清算,"['动作', '惊悚', '冒险']",['美国'],80714,https://movie.douban.com/subject/30433456/
2025-05-30,时间之子,"['爱情', '动画', '奇幻']",['中国大陆'],5445,https://movie.douban.com/subject/36469477/
2025-05-30,红嫁衣,"['悬疑', '惊悚', '恐怖']",['中国大陆'],324,https://movie.douban.com/subject/36933869/
2025-05-31,私家侦探,"['剧情', '犯罪', '悬疑']",['中国香港'],4381,https://movie.douban.com/subject/36563406/
2025-05-31,哆啦A梦：大雄的绘画奇遇记,"['剧情', '喜剧', '动画']",['日本'],2104,https://movie.douban.com/subject/36809928/
2025-05-31,潜艇总动员：冒险岛,"['动画', '奇幻', '冒险']",['中国大陆'],61,https://movie.douban.com/subject/37076031/
2025-06-07,功夫梦：融合之道,"['剧情', '动作', '运动']",['美国'],3336,https://movie.douban.com/subject/11600089/
2025-06-13,新·驯龙高手,"['剧情', '喜剧', '动作']",['美国'],10198,https://movie.douban.com/subject/36247731/
2025-06-14,星月童话,"['剧情', '爱情', '惊悚']","['中国香港', '日本']",56481,https://movie.douban.com/subject/1295284/
2025-06-14,分手清单,"['喜剧', '爱情']",['中国大陆'],1009,https://movie.douban.com/subject/36622930/
2025-06-14,破局者迷,"['剧情', '悬疑']",['中国大陆'],5,https://movie.douban.com/subject/37361513/
2025-06-21,三个火枪手：达达尼昂,"['动作', '历史', '冒险']","['法国', '德国']",5410,https://movie.douban.com/subject/35360553/
2025-06-21,阿克达拉,"['剧情', '传记']",['中国大陆'],58,https://movie.douban.com/subject/37293933/
2025-06-27,地球特派员,"['剧情', '喜剧', '科幻']",['美国'],18644,https://movie.douban.com/subject/36090458/
2025-06-28,三个火枪手：米莱迪,"['动作', '历史', '冒险']","['法国', '德国']",1917,https://movie.douban.com/subject/35360551/
2025-06-28,人生会议,"['剧情', '喜剧', '奇幻']",['中国大陆'],864,https://movie.douban.com/subject/36217765/
2025-06-99,蜗牛回忆录,"['剧情', '动画']",['澳大利亚'],31595,https://movie.douban.com/subject/36467821/
2025-06-99,蓝色巨星,"['剧情', '动画', '音乐']",['日本'],15010,https://movie.douban.com/subject/35634583/
2025-07-05,恶意,"['剧情', '悬疑']",['中国大陆'],2104,https://movie.douban.com/subject/36809947/
2025-07-05,熊孩子·探险熊兵,"['儿童', '动画', '冒险']",['中国大陆'],509,https://movie.douban.com/subject/36319998/
2025-07-10,天宝,"['剧情', '传记', '历史']",['中国大陆'],32,https://movie.douban.com/subject/35613194/
2025-07-11,八戒之天蓬下界,"['动画', '奇幻']",['中国大陆'],1907,https://movie.douban.com/subject/35623555/
2025-07-12,聊斋：兰若寺,"['剧情', '喜剧', '动画']",['中国大陆'],5353,https://movie.douban.com/subject/36289419/
2025-07-15,你行你上,"['剧情', '喜剧', '音乐']",['中国大陆'],23326,https://movie.douban.com/subject/36767956/
2025-07-25,长安的荔枝,"['剧情', '喜剧', '古装']",['中国大陆'],14732,https://movie.douban.com/subject/36185502/
2025-07-25,奇幻西游：新世界,"['喜剧', '动画', '冒险']",['中国台湾'],1093,https://movie.douban.com/subject/36588177/
2025-07-31,731,"['剧情', '战争']",['中国大陆'],40414,https://movie.douban.com/subject/27605659/
2025-08-02,浪浪山小妖怪,"['剧情', '喜剧', '动画']",['中国大陆'],6446,https://movie.douban.com/subject/36438475/
2025-08-08,奇遇,"['剧情', '喜剧']",['中国大陆'],372,https://movie.douban.com/subject/36522427/
2025-08-15,坪石先生,"['剧情', '传记']",['中国大陆'],162,https://movie.douban.com/subject/36738997/
2025-08-15,生还,[''],['中国大陆'],42,https://movie.douban.com/subject/37296895/
2025-08-29,有朵云像你,"['剧情', '爱情', '奇幻']",['中国大陆'],1064,https://movie.douban.com/subject/36638072/
2025-10-01,熊猫计划2,"['喜剧', '动作']",['中国大陆'],919,https://movie.douban.com/subject/37211128/
2027-02-06,流浪地球3(上),"['科幻', '冒险', '灾难']",['中国大陆'],81733,https://movie.douban.com/subject/36212391/
