release_date,title,genre,region,want_to_see,url
2025-10-31,怪猴,"['奇幻', '惊悚', '恐怖']","['美国', '英国']",7296,https://movie.douban.com/subject/36402080/
2025-10-31,即兴谋杀,"['犯罪', '悬疑', '惊悚']",['中国大陆'],4711,https://movie.douban.com/subject/36596912/
2025-10-31,象山发光事件,"['悬疑', '惊悚']",['中国大陆'],1904,https://movie.douban.com/subject/36617018/
2025-10-31,红嫁衣：纸新娘,"['悬疑', '惊悚']",['中国大陆'],223,https://movie.douban.com/subject/37143065/
2025-11-01,女孩,['剧情'],"['中国台湾', '中国大陆']",18817,https://movie.douban.com/subject/36986482/
2025-11-01,极地大冒险3,"['喜剧', '动作', '动画']","['丹麦', '芬兰']",111,https://movie.douban.com/subject/35861110/
2025-11-07,日掛中天,['剧情'],['中国大陆'],37103,https://movie.douban.com/subject/36964147/
2025-11-07,铁血战士：杀戮之地,"['科幻', '恐怖']",['美国'],9702,https://movie.douban.com/subject/36707378/
2025-11-07,小林家的龙丫头：怕寂寞的龙,"['剧情', '喜剧', '动画']",['日本'],2003,https://movie.douban.com/subject/37037980/
2025-11-07,不要错过你,"['剧情', '爱情']",['中国台湾'],296,https://movie.douban.com/subject/36642490/
2025-11-14,惊天魔盗团3,"['剧情', '动作', '犯罪']",['美国'],63871,https://movie.douban.com/subject/26404869/
2025-11-15,三滴血,"['剧情', '犯罪']",['中国大陆'],14832,https://movie.douban.com/subject/30286126/
2025-11-15,菜肉馄饨,"['剧情', '喜剧', '爱情']",['中国大陆'],2874,https://movie.douban.com/subject/37071133/
2025-11-18,神秘家书,['剧情'],['中国大陆'],85,https://movie.douban.com/subject/36659309/
2025-11-22,狂野时代,"['剧情', '科幻']",['中国大陆'],72075,https://movie.douban.com/subject/35416174/
2025-11-26,疯狂动物城2,"['喜剧', '犯罪', '动画']",['美国'],189041,https://movie.douban.com/subject/26817136/
2025-11-28,皮囊,"['悬疑', '奇幻', '惊悚']",['中国大陆'],511,https://movie.douban.com/subject/35633783/
2025-11-28,半夜叫你别回头2,"['惊悚', '恐怖']",['中国大陆'],72,https://movie.douban.com/subject/37515166/
2025-11-28,英雄三元里,"['剧情', '历史', '战争']",['中国大陆'],70,https://movie.douban.com/subject/37395403/
2025-11-99,金刚不坏,"['剧情', '喜剧', '犯罪']",['中国大陆'],331,https://movie.douban.com/subject/36671880/
2025-12-19,阿凡达：火与烬,"['动作', '科幻', '奇幻']",['美国'],89482,https://movie.douban.com/subject/5348089/
2025-12-31,无名之辈：意义非凡,"['喜剧', '犯罪']",['中国大陆'],22156,https://movie.douban.com/subject/36311677/
2025-12-31,寻秦记,"['悬疑', '古装']",['中国香港'],12280,https://movie.douban.com/subject/26389539/
2025-12-31,用武之地,"['剧情', '动作', '战争']",['中国大陆'],2763,https://movie.douban.com/subject/35461578/
2025-12-31,匿杀,"['犯罪', '悬疑']",['中国大陆'],2044,https://movie.douban.com/subject/36073533/
2025-12-31,不过是上班,"['喜剧', '奇幻']",['中国大陆'],131,https://movie.douban.com/subject/37193378/
2025-12-99,狂怒沙暴,"['喜剧', '动作', '惊悚']","['中国大陆', '美国']",4703,https://movie.douban.com/subject/27042557/
2026-04-03,凌晨两点半3,"['惊悚', '恐怖']",['中国大陆'],64,https://movie.douban.com/subject/36990246/
2026-05-01,千金不换,"['剧情', '喜剧']",['中国大陆'],2454,https://movie.douban.com/subject/36918875/
2027-02-06,流浪地球3(上),"['科幻', '冒险', '灾难']",['中国大陆'],86548,https://movie.douban.com/subject/36212391/
