release_date_today,title_today,genre_today,region_today,want_to_see_today,url,release_date_prev,title_prev,genre_prev,region_prev,want_to_see_prev
2025-04-18,火之鸟 伊甸之花,"['剧情', '科幻', '动画']",['日本'],923,https://movie.douban.com/subject/36478774/,2025-04-99,火之鸟：伊甸之花,"['剧情', '科幻', '动画']",['日本'],555
